date_time_(UTC),channel,duration,https://archive.org/details/,text
2024-02-29 21:05:00,BBCNEWS,5,,[O ENEWS\nBiden & Trump visit US border
2024-02-29 21:06:00,BBCNEWS,18,,Biden & Trump visit US border
2024-02-29 21:06:00,CNNW,47,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/360,"ANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES\nANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES. . Kristen Holmes @W National Correspondent"
2024-02-29 21:06:00,MSNBCW,37,MSNBCW_20240229_210000_Deadline_White_House/start/360,"| | SUPREME COURT TO TAKE UP TRUMP IMMUNITY CLAIM IN APRIL\n| SUPREME COURT TO TAKE UP TRUMP IMMUNITY CLAIM IN APRIL\nHARRY DUNN AUTHOR, \""STANDING MY GROUND\""\nHARRY DUNN. . (D) MARYLAND. CONGRESSIONAL CANDIDATE\nHARRY DUNN. . FMR. CAPITOL POLICE. OFFICER ON JANUARY 6"
2024-02-29 21:07:00,CNNW,58,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/420,"ANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES\nANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES. . Priscilla Alvarez | @W White House Reporter"
2024-02-29 21:07:00,MSNBCW,52,MSNBCW_20240229_210000_Deadline_White_House/start/420,POLL: 64% WANT VERDICT IN TRUMP FEDERAL. | ELECTION CASE BEFORE 2O24 ELECTION\n| SUPREME COURT TO TAKE UP TRUMP IMMUNITY CLAIM IN APRIL
2024-02-29 21:08:00,CNNW,56,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/480,"ANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES\nJUDGE BLOCKS ENFORCEMENT OF CONTROVERSIAL TX IMMIGRATION LAW"
2024-02-29 21:08:00,MSNBCW,23,MSNBCW_20240229_210000_Deadline_White_House/start/480,POLL: 64% WANT VERDICT IN TRUMP FEDERAL. | ELECTION CASE BEFORE 2O24 ELECTION\n~'| SUPREME COURT DECISION TO HEAR TRUMP IMMUNITY CLAIM. DELAYS FEDERAL ELECTION INTERFERENCE TRIAL\nHARRY DUNN. . (D) MARYLAND. CONGRESSIONAL CANDIDATE\nHARRY DUNN. . FMR. CAPITOL POLICE. OFFICER ON JANUARY 6
2024-02-29 21:09:00,BBCNEWS,36,,Biden & Trump visit US border\nPolitical corr]mentator. The Herald. [O NEWS
2024-02-29 21:09:00,CNNW,54,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/540,JUDGE BLOCKS ENFORCEMENT OF CONTROVERSIAL TX IMMIGRATION LAW\nJUDGE BLOCKS ENFORCEMENT OF CONTROVERSIAL TX IMMIGRATION LAW. . Rosa Flores | @©@W Correspondent
2024-02-29 21:09:00,FOXNEWSW,6,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/540,TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER
2024-02-29 21:10:00,BBCNEWS,54,,Biden & Trump visit US border
2024-02-29 21:10:00,CNNW,46,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/600,"ABBOTT SLAMS BORDER RULING: \""TEXAS HAS THE RIGHT O DEFEND ITSELF\""\nJUDGE BLOCKS ENFORCEMENT OF CONTROVERSIAL TX IMMIGRATION LAW"
2024-02-29 21:10:00,FOXNEWSW,8,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/600,TRUMP AND BIDEN MAKE DUEI.ING VISITS O7X BORDER. -
2024-02-29 21:10:00,MSNBCW,62,MSNBCW_20240229_210000_Deadline_White_House/start/600,SUPREME COURT DECISION TO HEAR TRUMP IMMUNITY CLAIM. DELAYS FEDERAL ELECTION INTERFERENCE TRIAL
2024-02-29 21:11:00,BBCNEWS,50,,Biden & Trump visit US border\nFormer Lieutenant Governor of Florida. [O NEWS
2024-02-29 21:11:00,CNNW,32,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/660,"ABBOTT SLAMS BORDER RULING: \""TEXAS HAS THE RIGHT O DEFEND ITSELF\""\nANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES"
2024-02-29 21:11:00,MSNBCW,34,MSNBCW_20240229_210000_Deadline_White_House/start/660,"SUPREME COURT DECISION TO HEAR TRUMP IMMUNITY CLAIM. DELAYS FEDERAL ELECTION INTERFERENCE TRIAL\nSCOTUS TAKES TRUMP'S IMMUNITY CASE,. DELAYING JACK SMITH'S DOJ TRIAL\nHARRY DUNN AUTHOR, \""STANDING MY GROUND\""\nHARRY DUNN. . (D) MARYLAND. CONGRESSIONAL CANDIDATE\nHARRY DUNN. . FMR. CAPITOL POLICE. OFFICER ON JANUARY 6"
2024-02-29 21:12:00,BBCNEWS,24,,Biden & Trump visit US border
2024-02-29 21:13:00,BBCNEWS,10,,Gaza health ministry: 112 killed while trying to access aid\nUNSC to discuss deadly Gaza aid incident
2024-02-29 21:13:00,CNNW,45,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/780,"BIDEN, TRUMP IN TEXAS AS IMMIGRATION DOMINATES 2O24 RACE\nANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES\nBIDEN, TRUMP IN TEXAS AS IMMIGRATION DOMINATES 2O24 RACE. . Rep. Veronlca Escobar | (D) Texas"
2024-02-29 21:13:00,MSNBCW,61,MSNBCW_20240229_210000_Deadline_White_House/start/780,"| SCOTUS TAKES TRUMP'S IMMUNITY CASE,. DELAYING JACK SMITH'S DOJ TRIAL"
2024-02-29 21:14:00,BBCNEWS,52,,Gaza health ministry: 112 killed while trying to access aid
2024-02-29 21:14:00,CNNW,33,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/840,"ANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES. . Rep. Veronica Escobar | (D) Texas\nANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES"
2024-02-29 21:14:00,FOXNEWSW,8,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/840,TRUMP AND BIDEN MAKE DUEI.ING VISITS TOTX BORDER\nTRUMP AND BIDEN MAKE DUElING VISITS TOTX BORDER
2024-02-29 21:14:00,MSNBCW,48,MSNBCW_20240229_210000_Deadline_White_House/start/840,"| | SUPREME COURT TO TAKE UP TRUMP IMMUNITY CLAIM IN APRIL\nHARRY DUNN AUTHOR, \""STANDING MY GROUND\""\nHARRY DUNN. . FMR. CAPITOL POLICE. OFFICER ON JANUARY 6\nHARRY DUNN. . (D) MARYLAND. CONGRESSIONAL CANDIDATE"
2024-02-29 21:15:00,CNNW,47,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/900,TRUMP GIVES REMARKS AT BORDER MOMENTS AHEAD OF BIDEN
2024-02-29 21:15:00,FOXNEWSW,41,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/900,TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER. |
2024-02-29 21:15:00,MSNBCW,51,MSNBCW_20240229_210000_Deadline_White_House/start/900,| SUPREME COURT TO TAKE UP TRUMP IMMUNITY CLAIM IN APRIL\n'| SUPREME COURT DECISION TO HEAR TRUMP IMMUNITY CLAIM. DELAYS FEDERAL ELECTION INTERFERENCE TRIAL
2024-02-29 21:16:00,MSNBCW,54,MSNBCW_20240229_210000_Deadline_White_House/start/960,SUPREME COURT DECISION TO HEAR TRUMP IMMUNITY CLAIM. DELAYS FEDERAL ELECTION INTERFERENCE TRIAL
2024-02-29 21:17:00,BBCNEWS,61,,Trump speaks at US-Mexico border\nGaza health ministry: 112 killed while trying to access aid
2024-02-29 21:18:00,BBCNEWS,29,,Trump speaks at US-Mexico border
2024-02-29 21:18:00,FOXNEWSW,9,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/1080,TRUMP REMARKS AT BORDER: BIDEN SPEAKS SOON 'm
2024-02-29 21:19:00,MSNBCW,3,MSNBCW_20240229_210000_Deadline_White_House/start/1140,Learn more about Stephanie's story at camzyos.com.
2024-02-29 21:20:00,FOXNEWSW,23,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/1200,TRUMP: BIDEN ALLOWING THOUSANDS OF MIGRANTS IN 'm
2024-02-29 21:21:00,FOXNEWSW,8,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/1260,TRUMP REMARKS AT BORDER: BIDEN SPEAKS SOON ' W
2024-02-29 21:21:00,MSNBCW,25,MSNBCW_20240229_210000_Deadline_White_House/start/1260,"SUPREME COURT DECISION TO HEAR TRUMP IMMUNITY CLAIM. DELAYS FEDERAL ELECTION INTERFERENCE TRIAL\nVICE CHAIR, JANUARY 6TH. FMR. REP. LIZ CHENEY (SE)LECT COMMITTEE"
2024-02-29 21:22:00,MSNBCW,49,MSNBCW_20240229_210000_Deadline_White_House/start/1320,SUPREME COURT DECISION TO HEAR TRUMP IMMUNITY CLAIM. DELAYS FEDERAL ELECTION INTERFERENCE TRIAL
2024-02-29 21:23:00,BBCNEWS,31,,Biden & Trump visit US border
2024-02-29 21:25:00,BBCNEWS,39,,Biden & Trump visit US border\nFormer Lieutenant Governor of Florida. [O ENEWS
2024-02-29 21:25:00,FOXNEWSW,13,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/1500,TRUMP REMARKS AT BORDER BIDEN SPEAKS SOON
2024-02-29 21:25:00,MSNBCW,37,MSNBCW_20240229_210000_Deadline_White_House/start/1500,ll SUPREME COURT TO TAKE UP TRUMP IMMUNITY CLAIM IN APRIL\nSUPREME COURT DECISION TO HEAR TRUMP IMMUNITY CLAIM. DELAYS FEDERAL ELECTION INTERFERENCE TRIAL
2024-02-29 21:26:00,MSNBCW,62,MSNBCW_20240229_210000_Deadline_White_House/start/1560,ll SUPREME COURT TO TAKE UP TRUMP IMMUNITY CLAIM IN APRIL
2024-02-29 21:27:00,MSNBCW,62,MSNBCW_20240229_210000_Deadline_White_House/start/1620,| SUPREME COURT TO TAKE UP TRUMP IMMUNITY CLAIM IN APRIL
2024-02-29 21:28:00,CNNW,56,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/1680,AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT\nTRUMP GIVES REMARKS AT BORDER MOMENTS AHEAD OF BIDEN
2024-02-29 21:28:00,FOXNEWSW,28,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/1680,TRUMP REMARKS AT BORDER; BIDEN SPEAKS SOON. |\nTRUMP REMARKS AT BORDER BIDEN SPEAKS SOON
2024-02-29 21:28:00,MSNBCW,55,MSNBCW_20240229_210000_Deadline_White_House/start/1680,| SUPREME COURT TO TAKE UP TRUMP IMMUNITY CLAIM IN APRIL\nAzMSNBC. CONTRIBUTOR & COLUMNIST
2024-02-29 21:29:00,BBCNEWS,18,,Inside Museums: Istanbul Modern\nThis Cultural Life: Nicole Kidman
2024-02-29 21:30:00,BBCNEWS,16,,Biden & Trump visit US border
2024-02-29 21:30:00,CNNW,61,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/1800,AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT. Daniel Dale | ©W Reporter
2024-02-29 21:30:00,FOXNEWSW,7,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/1800,L > OREG ABBOII (K) | IEAAS GUVERNOKR. . TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER
2024-02-29 21:30:00,MSNBCW,60,MSNBCW_20240229_210000_Deadline_White_House/start/1800,"| SCOTUS TAKES TRUMP'S IMMUNITY CASE,. DELAYING JACK SMITH'S DOJ TRIAL"
2024-02-29 21:31:00,CNNW,63,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/1860,AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT
2024-02-29 21:32:00,CNNW,31,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/1920,AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT. . Rep. Veronica Escobar | (D) Texas\nAWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT
2024-02-29 21:33:00,CNNW,49,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/1980,AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT\nAWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT. . Rep. Veronica Escobar | (D) Texas\nAWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT. . Voice of Rep. Veronica Escobar | (D) Texas
2024-02-29 21:33:00,MSNBCW,49,MSNBCW_20240229_210000_Deadline_White_House/start/1980,SUPREME COURT DECISION TO HEAR TRUMP IMMUNITY CLAIM. DELAYS FEDERAL ELECTION INTERFERENCE TRIAL\nAzMSNBC. CONTRIBUTOR & COLUMNIST
2024-02-29 21:34:00,CNNW,49,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/2040,"AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT\nANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES"
2024-02-29 21:34:00,FOXNEWSW,8,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2040,|l P OREU ABBUII (K) | IEAAS GUVERNOR. . TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER
2024-02-29 21:34:00,MSNBCW,21,MSNBCW_20240229_210000_Deadline_White_House/start/2040,SUPREME COURT DECISION TO HEAR TRUMP IMMUNITY CLAIM. DELAYS FEDERAL ELECTION INTERFERENCE TRIAL
2024-02-29 21:35:00,CNNW,20,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/2100,"ANY MINUTE: TRUMP, BIDEN TO GIVE COMPETING BORDER SPEECHES\nAWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT"
2024-02-29 21:36:00,CNNW,62,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/2160,AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT
2024-02-29 21:36:00,FOXNEWSW,33,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2160,TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER. | ' ]\nGOV ABBOTT: THIS PART OF THE BORDER IS SEALED. |
2024-02-29 21:37:00,FOXNEWSW,32,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2220,TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER. |
2024-02-29 21:37:00,MSNBCW,9,MSNBCW_20240229_210000_Deadline_White_House/start/2220,NPV VVa JOVY. . ForTl
2024-02-29 21:38:00,CNNW,42,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/2280,AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT\nAWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT. Will Hurd | (R) Former U.S. Representative
2024-02-29 21:39:00,BBCNEWS,39,,Biden & Trump visit US border\n[O NEWS THE CONTEXT
2024-02-29 21:39:00,CNNW,41,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/2340,AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT. Will Hurd | (R) Former U.S. Representative\nAWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT\nAWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT. . Voice of Will Hurd | (R) Former U.S. Representative
2024-02-29 21:39:00,FOXNEWSW,9,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2340,TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER. . |\n| P OGEOROGE P. BUOH | FORMER IEAAS LAND COMMISOIONER. . TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER
2024-02-29 21:39:00,MSNBCW,48,MSNBCW_20240229_210000_Deadline_White_House/start/2340,| ILLINOIS JUDGE RULES TRUMP INELIGIBLE FOR GOP PRIMARY\nSLATE. DAHLIA LITHWICK LEGAL CORRESPONDENT
2024-02-29 21:40:00,BBCNEWS,24,,Biden & Trump visit US border
2024-02-29 21:40:00,CNNW,57,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/2400,AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT\nAWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT. Will Hurd | (R) Former U.S. Representative
2024-02-29 21:40:00,FOXNEWSW,25,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2400,TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER. | -\n| > OEOUROE F. BUOH | FORMER IEAAS LAND COMMIOOIONER. . TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER
2024-02-29 21:40:00,MSNBCW,62,MSNBCW_20240229_210000_Deadline_White_House/start/2400,| ILLINOIS JUDGE RULES TRUMP INELIGIBLE FOR GOP PRIMARY
2024-02-29 21:41:00,FOXNEWSW,30,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2460,TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER. | : [\n| > GEORGE F. BUOH | FORMER IEAAS LAND COMMISOIONER. . TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER
2024-02-29 21:42:00,CNNW,5,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/2520,AWAITING BIDEN SPEECH AT BORDER AS TRUMP MAKES A DUELING VISIT
2024-02-29 21:42:00,FOXNEWSW,62,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2520,TRUMP AND BIDEN MAKE DUELING VISITS TO TX BORDER. |
2024-02-29 21:42:00,MSNBCW,45,MSNBCW_20240229_210000_Deadline_White_House/start/2520,| AWAITING SCOTUS RULE ON TRUMP BALLOT ELIGIBILITY\n| ILLINOIS JUDGE RULES TRUMP INELIGIBLE FOR GOP PRIMARY
2024-02-29 21:43:00,CNNW,29,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/2580,BIDEN SPEAKS IN TEXAS AS TRUMP MAKES A DUELING BORDER VISIT\nBREAKING NEWS
2024-02-29 21:44:00,CNNW,62,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/2640,BIDEN SPEAKS IN TEXAS AS TRUMP MAKES A DUELING BORDER VISIT
2024-02-29 21:44:00,FOXNEWSW,62,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2640,BIDEN REMARKS AT SOUTHERN BORDER. |
2024-02-29 21:44:00,MSNBCW,62,MSNBCW_20240229_210000_Deadline_White_House/start/2640,| TRUMP APPEALS JUDGE'S DECISION TO REMOVE HIM. FROM ILLINOIS PRIMARY BALLOT
2024-02-29 21:45:00,BBCNEWS,14,,Biden speaks at US-Mexico border
2024-02-29 21:45:00,FOXNEWSW,31,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2700,BIDEN REMARKS AT SOUTHERN BORDER. |\nBIDEN: NO RED OR BLUE STATES DURING A DISASTER. |\nBIDEN: ADMIN WILL KEEP WORKING ON CLIMATE CHANGE. |
2024-02-29 21:45:00,MSNBCW,62,MSNBCW_20240229_210000_Deadline_White_House/start/2700,| TRUMP APPEALS JUDGE'S DECISION TO REMOVE HIM. | FROM ILLINOIS PRIMARY BALLOT
2024-02-29 21:46:00,FOXNEWSW,62,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2760,BIDEN REMARKS AT SOUTHERN BORDER. |
2024-02-29 21:47:00,FOXNEWSW,31,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2820,BIDEN REMARKS AT SOUTHERN BORDER. |\nBIDEN: CONGRESS DIDN'T ACT ON MY BORDER BILL. |\nBIDEN: BORDER AGENTS NEED MORE RESOURCES. |
2024-02-29 21:48:00,FOXNEWSW,50,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2880,BIDEN REMARKS AT SOUTHERN BORDER. |\nBIDEN: CONGRESS DIDN'T ACT ON MY BORDER BILL. | : B
2024-02-29 21:49:00,FOXNEWSW,27,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/2940,BIDEN: WE HAVE A 2M BACKLOG OF IMMIGRATION CASES. |\nBIDEN REMARKS AT SOUTHERN BORDER. |\nBIDEN REMARKS AT SOUTHERN BORDER. | ' | ' i
2024-02-29 21:49:00,MSNBCW,13,MSNBCW_20240229_210000_Deadline_White_House/start/2940,"Viasat.com 1-877-VIASAT7\n*Based on an Aug, 2O23 proprietary survey among real estate professionals."
2024-02-29 21:51:00,FOXNEWSW,35,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/3060,BIDEN: NEED NEW TECHNOLOGY TO DETECT FENTANYL. |\nBIDEN: BORDER AGENTS NEED MORE RESOURCES. \\ [\nBIDEN REMARKS AT SOUTHERN BORDER. |
2024-02-29 21:51:00,MSNBCW,62,MSNBCW_20240229_210000_Deadline_White_House/start/3060,| BIDEN & TRUMP HOLD DUELING BORDER VISITS TODAY
2024-02-29 21:52:00,FOXNEWSW,48,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/3120,BIDEN REMARKS AT SOUTHERN BORDER. |\nBIDEN: CONGRESS DIDN'T ACT ON MY BORDER BILL. |
2024-02-29 21:52:00,MSNBCW,54,MSNBCW_20240229_210000_Deadline_White_House/start/3120,| BIDEN & TRUMP HOLD DUELING BORDER VISITS TODAY\nSMSNBC. CONTRIBUTOR & COLUMNIST
2024-02-29 21:53:00,FOXNEWSW,32,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/3180,BIDEN: BILL WOULD GIVE ME POWER TO CLOSE BORDER. | ' ]\nBIDEN REMARKS AT SOUTHERN BORDER. |\nBIDEN: BIPARTISAN BORDER DEAL A WIN FOR EVERYONE. |
2024-02-29 21:53:00,MSNBCW,62,MSNBCW_20240229_210000_Deadline_White_House/start/3180,| BIDEN & TRUMP HOLD DUELING BORDER VISITS TODAY
2024-02-29 21:54:00,BBCNEWS,9,,Biden & Trump visit US border
2024-02-29 21:54:00,CNNW,47,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/3240,BIDEN SPEAKS IN TEXAS AS TRUMP MAKES A DUELING BORDER VISIT\nBIDEN & TRUMP GIVE COMPETING BORDER SPEECHES
2024-02-29 21:55:00,FOXNEWSW,29,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/3300,BIDEN: PARTISAN POLITICS DERAILED BORDER DEAL. |
2024-02-29 21:56:00,BBCNEWS,7,,[O NEWS\nFormer Lieutenant Governor of Florida. [IEE NEWS
2024-02-29 21:56:00,CNNW,48,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/3360,BIDEN & TRUMP GIVE COMPETING BORDER SPEECHES. . Priscilla Alvarez | @W White House Reporter\nBIDEN & TRUMP GIVE COMPETING BORDER SPEECHES
2024-02-29 21:56:00,FOXNEWSW,9,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/3360,| ” DAN CRENOHAW (R-1A) | HOUSE INIELLIGENCE COMMITIEE. . BIDEN AND TRUMP HOLD DUELING BORDER VISITS\n[ ” DAN CRENOHAW (R-1A) | HOUOSE INIELLIGENCE COMMITIEE. . BIDEN AND TRUMP HOLD DUELING BORDER VISITS
2024-02-29 21:56:00,MSNBCW,60,MSNBCW_20240229_210000_Deadline_White_House/start/3360,| BIDEN CALLS OUT GOP FOR TANKING BORDER DEAL
2024-02-29 21:57:00,BBCNEWS,9,,[O NEWS
2024-02-29 21:57:00,CNNW,62,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/3420,BIDEN & TRUMP GIVE COMPETING BORDER SPEECHES. . Priscilla Alvarez | @W White House Reporter
2024-02-29 21:57:00,FOXNEWSW,48,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/3420,BIDEN AND TRUMP HOLD DUELING BORDER VISITS. |\nL ” DANCRKENOHAW (K) [ IEAAS CONGRESOMAN. . BIDEN AND TRUMP HOLD DUELING BORDER VISITS
2024-02-29 21:58:00,CNNW,32,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/3480,"BIDEN & TRUMP GIVE COMPETING BORDER SPEECHES. . Priscilla Alvarez | @W White House Reporter\nBIDEN & TRUMP GIVE COMPETING BORDER SPEECHES\nBIDEN MAKES NEW PITCH FOR \""DERAILED\"" BIPARTISAN BORDER DEAL"
2024-02-29 21:58:00,FOXNEWSW,16,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/3480,BIDEN AND TRUMP HOLD DUELING BORDER VISITS. |\nL > MARIANNE WILLIAMOON (D) | FRESIDENTIAL CANDIDAIE. . BIDEN AND TRUMP HOLD DUELING BORDER VISITS\n| > MAKIANNE WILLIAMOSON (D) | FRESIDENITIAL CANDIDAIE. . WILLIAMSON (D) ON MIGRANT SURGE AT BORDER\nWILLIAMSON (D) ON MIGRANT SURGE AT BORDER. |
2024-02-29 21:59:00,CNNW,56,CNNW_20240229_210000_The_Lead_With_Jake_Tapper/start/3540,"BIDEN MAKES NEW PITCH FOR \""DERAILED\"" BIPARTISAN BORDER DEAL. . Priscilla Alvarez | @W White House Reporter\nBIDEN MAKES NEW PITCH FOR \""DERAILED\"" BIPARTISAN BORDER DEAL"
2024-02-29 22:00:00,FOXNEWSW,39,FOXNEWSW_20240229_210000_Your_World_With_Neil_Cavuto/start/3600,"MARIANNE WILLIAMSON \""UNSUSPENDS\"" PRES CAMPAIGN. |\nBIDEN AND TRUMP HOLD DUELING BORDER VISITS. |"
2024-02-29 22:01:00,CNNW,24,CNNW_20240229_220000_The_Lead_With_Jake_Tapper/start/60,BIDEN & TRUMP GIVE COMPETING BORDER SPEECHES. Daniel Dale | &W Reporter
2024-02-29 22:01:00,FOXNEWSW,24,FOXNEWSW_20240229_220000_The_Five/start/60,NOW: BIDEN & TRUMP MAKE DUELING BORDER VISITS\nA . .. BIDEN: IT IS LONG PAST TIME TO ACT ON BORDER
2024-02-29 22:01:00,MSNBCW,11,MSNBCW_20240229_210000_Deadline_White_House/start/3660,l NEW DETAILS ON FIRST TRUMP CRIMINAL PROSECUTION
2024-02-29 22:02:00,CNNW,32,CNNW_20240229_220000_The_Lead_With_Jake_Tapper/start/120,TOMORROW: HEARING COULD DETERMINE CLASSIFIED DOCS TRIAL DATE\nRep. Matt Gaetz | (R) Florida
2024-02-29 22:02:00,FOXNEWSW,11,FOXNEWSW_20240229_220000_The_Five/start/120,"NOW: TRUMP AT MIGRATION HOT SPOT, BIDEN IS NOT\nY S ¢ e. BIDEN: IT IS LONG PAST TIME TO ACT ON BORDER\nTRUMP: THIS IS A JOE BIDEN INVASION\n\""BIDEN MIGRANT CRIME\"". TRUMP TEARS INTO PRESIDENT IN DUELING BORDER VISIT\nTRUMP: JOE BIDEN WON'T SAY LAKEN RILEY'S NAME"
2024-02-29 22:02:00,MSNBCW,15,MSNBCW_20240229_210000_Deadline_White_House/start/3720,REPORT: PROSECUTORS PLAN TO QUOTE FROM TRUMP'S BOOKS. TO MAKE HUSH MONEY CASE AGAINST HIM\n| NEW DETAILS ON FIRST TRUMP CRIMINAL PROSECUTION
